x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.0,2.483824093,14.15035876,31.32795253,22.35814997,5.872654161,0.0,0.0,0.0,1.0
0.0,2.2705620467318606,4.876972689955635,17.093004096360133,27.883134436062853,19.513044113566963,4.975048023770799,0.0,0.0,0.0,2.0
0.0,3.710524346,6.121193699,16.68936255,27.67111656,18.12995235,4.933138789,0.0,0.0,0.0,3.0
0.0,4.451997999438916,7.004426836793526,17.512040207900313,26.92587774516831,17.730395120138905,4.662121799730692,0.0,0.0,0.0,4.0
30.0053709,2.707165167,6.598735434,12.94911141,20.31041792,13.8993601,3.85081108,0.0,0.0,0.0,5.0
30.011659278286313,4.692204384089696,7.084659430148976,12.801471124813087,19.420833851836164,13.439501829973384,3.7348450705069296,0.0,0.0,0.0,6.0
42.12759357,5.871573537,6.207096441,11.31003355,16.60025604,12.3040375,3.485168807,0.0,0.0,0.0,7.0
54.266637079093705,7.3652124226047215,5.834726198414859,9.730155270308174,14.006978056377838,10.781087575441326,3.268406574321944,0.0,0.0,0.0,8.0
54.26685008,9.00182176,6.265050215,9.640373622,13.6261718,10.08295632,3.163128496,0.0,0.0,0.0,9.0
54.26558865156708,10.482578310412196,6.488159848845795,9.493233009828252,13.253414500219618,9.669727163255558,3.2135795822709867,0.0,0.0,0.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.3705618757421,10.557956439888514,20.643920571283285,113.57072528307638,236.21612247956543,159.4750820451687,41.27547551491805,0.0,0.0,0.0,13.0
271.2940497793865,10.868392364424775,10.815190353255442,77.9876053628449,164.86043230977663,110.2225492007938,26.88162525809101,0.0,0.0,0.0,14.0
480.18654790321324,0.08219174730269943,2.326248752146902,41.61936970241838,104.84797140262721,72.78094700814924,17.69334961382442,0.0,0.0,0.0,15.0
488.401651829062,2.9660278632814476,5.611061897196691,43.8831215891509,99.05019261539056,68.22291610746557,16.755779407644035,0.0,0.0,0.0,16.0
624.337109768327,-8.84711539583806e-11,0.7003099150255356,24.92434875552267,69.09992780686969,47.74145628662025,11.941618829112832,0.0,0.0,0.0,17.0
624.3371097816724,0.4153270420437267,0.7003099190055881,24.910713170603973,68.9007199380572,47.09843643140062,11.86878160721126,0.0,0.0,0.0,18.0
674.041492991405,-2.6594193514029033e-13,0.5511967655649679,20.410781993157745,58.97417436955162,42.07264908052225,10.055834215891137,0.0,0.0,0.0,19.0
674.0438204390082,0.02113687769730109,0.5511921106697956,20.83027125179263,59.37923499992043,41.259777698780304,10.055708864900684,0.0,0.0,0.0,20.0
683.1586151638801,1.0466799664186508e-5,0.5329625212200377,20.49232940125532,57.64427317239776,40.28458048563721,9.798698500091819,0.0,0.0,0.0,21.0
727.6732626570467,0.22563705920845945,0.4439332262337268,17.66734939303532,50.28237428684068,37.31585515508089,8.68389925062895,0.0,0.0,0.0,22.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.3177924657667,-3.303936486531711e-8,5.9680126728488805,104.1400011232556,259.0784018170633,176.5342822763787,51.75086911588645,0.0,0.0,0.0,25.0
480.1865478704563,-1.3853574557742834e-8,4.248427905536843,58.693718025091506,148.88024874042006,101.07141247065448,29.83921113098448,0.0,0.0,0.0,26.0
579.9432097213637,0.5743335869065259,3.0479309742253906,48.3251191772148,117.04453527630838,80.65887877909924,23.314980000365555,0.0,0.0,0.0,27.0
624.3374082476861,0.7255156715447751,2.9053096206125164,43.036087953532636,103.2539569477672,73.21992638781337,20.711410121521524,0.0,0.0,0.0,28.0
674.0414929784769,0.16421944944131228,2.5508007561182255,40.53903676163693,88.53331331503938,65.02774842018607,18.216152905870374,0.0,0.0,0.0,29.0
746.6184508016244,0.3277084082317222,1.9725659766938155,38.45276245885682,73.39326328341255,53.740234123180144,15.284669865491463,0.0,0.0,0.0,30.0
868.2696009349294,-5.473168585012901e-13,0.9973458074812238,27.49846066792581,50.19664104496465,38.00398859003818,10.145884976851775,0.0,0.0,0.0,31.0
868.2696009327564,0.6653813390148181,0.9973458074989323,27.498460668022574,50.20334568414235,38.08779377526047,10.05788939275258,0.0,0.0,0.0,32.0
979.1864074643678,0.05190684501375239,0.8718903605069657,14.432139256478555,35.39338300218246,25.766826803830195,6.282878843773587,0.0,0.0,0.0,33.0
1031.0101505863204,0.0,0.5091241585092892,10.95912457478533,27.076986864066168,19.45712506506619,5.191092568722615,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
